NAME,NAMELSAD,wui_area,cdp_area,pct_wui_area
Georgetown,Georgetown CDP,31682733.12572404,39182259,81
Geyserville,Geyserville CDP,8173368.96867049,11690104,70
Gilroy,Gilroy city,24619205.111527547,42826753,56.99999999999999
Glen Ellen,Glen Ellen CDP,3712825.241139241,5438518,68
Glendale,Glendale city,39298914.05962831,78940374,50
Glendora,Glendora city,23244108.382290244,50531742,46
Glennville,Glennville CDP,4240817.994055694,4889260,87
Gold Mountain,Gold Mountain CDP,3774735.848084204,15767571,24
Gold River,Gold River CDP,5262807.031493521,6884489,76
Golden Hills,Golden Hills CDP,25471862.894088622,28267176,90
Goleta,Goleta city,10627681.700556787,20339515,52
Gonzales,Gonzales city,309981.33856445656,4955568,6
Good Hope,Good Hope CDP,27680964.487625048,29096582,95
Goodmanville,Goodmanville CDP,1753841.682397127,1753841,100
Goodyears Bar,Goodyears Bar CDP,1537364.007489228,5309072,28.999999999999996
Goshen,Goshen CDP,19996.897823174342,7292689,0
Graeagle,Graeagle CDP,13184448.721850632,28666635,46
Grand Terrace,Grand Terrace city,8309604.856212803,9072646,92
Granite Bay,Granite Bay CDP,42468602.129483014,55810220,76
Granite Hills,Granite Hills CDP,6154006.303098214,7233804,85
Graniteville,Graniteville CDP,1050392.6119929624,3853000,27
Grass Valley,Grass Valley city,11099700.630634543,13594368,82
Graton,Graton CDP,3345496.9798770538,4090304,82
Greeley Hill,Greeley Hill CDP,29389465.46109543,61850758,48
Green Acres,Green Acres CDP,2959218.5716998787,3626865,82
Green Valley,Green Valley CDP,18856081.692100037,33175008,56.99999999999999
Greenfield,Greenfield city,593384.5819178702,7548415,8
Greenhorn,Greenhorn CDP,1711779.740884914,17381404,10
Greenview,Greenview CDP,3288316.8793173498,3354179,98
Greenville,Greenville CDP,13793518.709573638,20701558,67
Grenada,Grenada CDP,1301567.8935227655,1335962,97
Grizzly Flats,Grizzly Flats CDP,11232278.549635496,17168505,65
Groveland,Groveland CDP,10698195.900077464,24795516,43
Grover Beach,Grover Beach city,5241262.165784152,5988133,88
Guadalupe,Guadalupe city,1276264.598121791,3394103,38
Guerneville,Guerneville CDP,24402346.38788452,25147194,97
Guinda,Guinda CDP,5757935.043036083,7578139,76
Gustine,Gustine city,808542.7370827334,4017008,20
Hacienda Heights,Hacienda Heights CDP,17170319.52126845,28884485,59
Half Moon Bay,Half Moon Bay city,13862885.52569829,16167307,86
Hamilton Branch,Hamilton Branch CDP,2673460.043518376,2811184,95
Happy Camp,Happy Camp CDP,8827116.935147885,31357295,28.000000000000004
Happy Valley,Happy Valley CDP,37770476.399736635,43681146,86
Harbison Canyon,Harbison Canyon CDP,17018003.57866237,26085235,65
Harmony Grove,Harmony Grove CDP,5275976.462125682,7980769,66
Hartland,Hartland CDP,424360.2276769597,599099,71
Hartley,Hartley CDP,11200422.15883794,16763354,67
Hasley Canyon,Hasley Canyon CDP,8648330.898073722,14865474,57.99999999999999
Hat Creek,Hat Creek CDP,10935716.870262986,129532652,8
Hayfork,Hayfork CDP,38039997.68495315,186854161,20
Hayward,Hayward city,23049353.645859152,118669082,19
Healdsburg,Healdsburg city,8969096.503699386,11448706,78
Heber,Heber CDP,163646.30165240227,3718242,4
Hemet,Hemet city,25056145.15014305,75840173,33
Herald,Herald CDP,3637891.06056263,20406216,18
Hercules,Hercules city,10748658.969389053,16608748,65
Herlong,Herlong CDP,332970.5085051652,4320220,8
Hesperia,Hesperia city,72806786.98106818,188241904,39
Hidden Hills,Hidden Hills city,4237405.366780406,4372993,97
Hidden Meadows,Hidden Meadows CDP,16466529.978644885,17061107,97
Hidden Valley Lake,Hidden Valley Lake CDP,17192884.560391895,25433860,68
Highgrove,Highgrove CDP,5381761.143078295,8337489,65
Highland,Highland city,22126590.487046715,48099959,46
Highlands,Highlands CDP,1897186.59544901,3377283,56.00000000000001
Hillcrest,Hillcrest CDP,1229569.5974676518,3569985,34
Hillsborough,Hillsborough town,10390228.778366132,15971441,65
Hiouchi,Hiouchi CDP,1127383.30892463,1501797,75
Hollister,Hollister city,12442363.10475893,20622323,60
Home Gardens,Home Gardens CDP,3619341.2742951144,3910004,93
Homeland,Homeland CDP,9064937.87713743,11058083,82
Homestead Valley,Homestead Valley CDP,55354457.59592628,87686964,63
Honcut,Honcut CDP,4072018.238296109,10970686,37
Hood,Hood CDP,737271.1203207085,816263,90
Hoopa,Hoopa CDP,28853436.38308231,52865786,55.00000000000001
Hopland,Hopland CDP,6766784.000007514,9128964,74
Hornbrook,Hornbrook CDP,2850636.3307808014,3017332,94
Hornitos,Hornitos CDP,2847628.3000305304,2989557,95
Humboldt Hill,Humboldt Hill CDP,8051359.622014937,10762229,75
Hyampom,Hyampom CDP,10154074.821022624,52507399,19
Hydesville,Hydesville CDP,11526226.83156382,19424163,59
Idlewild,Idlewild CDP,1189518.3673409636,1189519,100
Idyllwild-Pine Cove,Idyllwild-Pine Cove CDP,17814964.29378672,35541508,50
Igo,Igo CDP,2308459.2651022016,2632527,88
Imperial,Imperial city,89893.22006630024,16292294,1
Imperial Beach,Imperial Beach city,5165370.198946432,11112520,46
Independence,Independence CDP,3333419.6864247876,12590232,26
Indian Falls,Indian Falls CDP,879074.7956172087,4770041,18
Indian Wells,Indian Wells city,17412741.76472035,37085445,47
Indianola,Indianola CDP,3648286.58323243,3656939,100
Indio,Indio city,6063591.7401918955,86057050,7.000000000000001
Indio Hills,Indio Hills CDP,5779018.200644957,56620987,10
Industry,Industry city,483556.6074351759,30508618,2
Interlaken,Interlaken CDP,19360832.21132939,25391177,76
Inverness,Inverness CDP,9392043.06957175,16575450,56.99999999999999
Inyokern,Inyokern CDP,8935486.341461152,28301165,32
Ione,Ione city,4618275.798451388,11861672,39
Iron Horse,Iron Horse CDP,6084105.921690459,20055716,30
Irvine,Irvine city,42335993.569846235,169930356,25
Irwindale,Irwindale city,1139402.267093538,22853908,5
Jackson,Jackson city,7239612.372765642,9277425,78
Jacumba,Jacumba CDP,3914134.5330022825,15848184,25
Jamestown,Jamestown CDP,6997752.773667932,7776484,90
Jamul,Jamul CDP,33213797.379916575,43597950,76
Janesville,Janesville CDP,48479375.451827854,87578550,55.00000000000001
Jenner,Jenner CDP,4382711.608150165,5463963,80
Johannesburg,Johannesburg CDP,2621612.1581067485,6354495,41
Johnson Park,Johnson Park CDP,2325485.1975346897,2337519,99
Johnstonville,Johnstonville CDP,13504293.302927548,22246440,61
Johnsville,Johnsville CDP,2713978.6469137897,35638914,8
Jones Valley,Jones Valley CDP,16431433.92360534,16659447,99
Joshua Tree,Joshua Tree CDP,62962946.97675006,93463461,67
Julian,Julian CDP,16720065.890579227,20424527,82
Junction City,Junction City CDP,11278507.944117347,68728396,16
June Lake,June Lake CDP,4836299.919447142,26694795,18
Jurupa Valley,Jurupa Valley city,76358939.27788916,111216608,69
Keddie,Keddie CDP,630473.9846368333,1702275,37
Keeler,Keeler CDP,240719.5215818013,2987188,8
Keene,Keene CDP,11009971.878661398,24459682,45
Kelly Ridge,Kelly Ridge CDP,2860174.2807812844,5054047,56.99999999999999
Kelseyville,Kelseyville CDP,7136566.380109633,7471626,96
Kennedy Meadows,Kennedy Meadows CDP,8332918.4149693735,15080914,55.00000000000001
Kensington,Kensington CDP,2379306.082171825,2495981,95
Kentfield,Kentfield CDP,6276478.655702432,7839024,80
Kenwood,Kenwood CDP,11881826.769083127,13381900,89
Kep'el,Kep'el CDP,1003067.1967504272,9442634,11
Kernville,Kernville CDP,11777068.938341927,32727820,36
Keswick,Keswick CDP,4463283.162842214,8747810,51
Kettleman City,Kettleman City CDP,454294.85968277854,546646,83
King City,King City city,2297133.1596632404,9833874,23
Kings Beach,Kings Beach CDP,3555429.1346325506,7403909,48
Kingvale,Kingvale CDP,2218058.61327062,2490334,89
Kirkwood,Kirkwood CDP,3398601.0861066515,11290203,30
Klamath,Klamath CDP,20622201.425358027,44592620,46
Knights Ferry,Knights Ferry CDP,301435.96834455064,414507,73
Knightsen,Knightsen CDP,3638462.263562899,21645449,17
La Ca単ada Flintridge,La Ca単ada Flintridge city,16123346.705435075,22349007,72
La Crescenta-Montrose,La Crescenta-Montrose CDP,8330121.757125381,8878978,94
La Cresta,La Cresta CDP,21302.12767977645,2710186,1
La Grange,La Grange CDP,227147.98065742158,241845,94
La Habra,La Habra city,4560329.571041012,19577662,23
La Habra Heights,La Habra Heights city,8447692.503734585,15951225,53
La Honda,La Honda CDP,7099830.043944466,11022981,64
La Mesa,La Mesa city,2108441.3504509307,23546769,9
La Porte,La Porte CDP,1216422.411533695,11543765,11
La Presa,La Presa CDP,7978381.348099065,14238420,56.00000000000001
La Quinta,La Quinta city,34363452.730401725,91317864,38
La Riviera,La Riviera CDP,427532.58345873095,4920394,9
La Selva Beach,La Selva Beach CDP,7825903.992406769,13718609,56.99999999999999
La Verne,La Verne city,9171072.239849612,21812274,42
Ladera,Ladera CDP,1079429.310664214,1113098,97
Ladera Ranch,Ladera Ranch CDP,11558237.614006158,12807936,90
Lafayette,Lafayette city,31139451.649317093,38912815,80
Laguna Beach,Laguna Beach city,14895500.495946946,23036582,65
Laguna Hills,Laguna Hills city,1297747.356531778,16960505,8
Laguna Niguel,Laguna Niguel city,19333537.10134847,38165702,51
Laguna Woods,Laguna Woods city,2680330.531330513,8655358,31
Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,6608327.627628259,10998147,60
Lake Almanor Country Club,Lake Almanor Country Club CDP,7104822.859735462,7104822,100
Lake Almanor Peninsula,Lake Almanor Peninsula CDP,7268212.292096068,7863269,92
Lake Almanor West,Lake Almanor West CDP,3615840.693169924,5920415,61
Lake Arrowhead,Lake Arrowhead CDP,29652593.571847223,45786322,65
Lake California,Lake California CDP,13313329.671423782,16346691,81
Lake City,Lake City CDP,296341.206919834,15065516,2
Lake Davis,Lake Davis CDP,2828464.6894259257,14080604,20
Lake Don Pedro,Lake Don Pedro CDP,29263492.255166806,47708999,61
Lake Elsinore,Lake Elsinore city,51908370.66290338,99033141,52
Lake Forest,Lake Forest city,10237030.925904052,43288926,24
Lake Hughes,Lake Hughes CDP,7007407.71557995,27494868,25
Lake Isabella,Lake Isabella CDP,14446913.932656419,56239883,26
Lake Los Angeles,Lake Los Angeles CDP,22560304.99657275,25229336,89
Lake Mathews,Lake Mathews CDP,36111324.649871185,41251878,88
Lake Nacimiento,Lake Nacimiento CDP,11865392.036673808,27172014,44
Lake Riverside,Lake Riverside CDP,16518623.8176064,18888592,87
Lake San Marcos,Lake San Marcos CDP,929626.1324370963,4420806,21
Lake Shastina,Lake Shastina CDP,9873419.54612079,10393370,95
Lake Sherwood,Lake Sherwood CDP,8095646.295594313,8125833,100
Lake Wildwood,Lake Wildwood CDP,7500417.736468528,7920376,95
Lake of the Pines,Lake of the Pines CDP,6544358.869924939,6544587,100
Lake of the Woods,Lake of the Woods CDP,3177386.0527251572,9166577,35
Lakehead,Lakehead CDP,3117152.4243764174,12160323,26
Lakeland Village,Lakeland Village CDP,16575707.822189197,22727469,73
Lakeport,Lakeport city,7081433.776175883,7920508,89
Lakeside,Lakeside CDP,14030536.319856796,17944759,78
Lakeview,Lakeview CDP,4759945.568773185,8442803,56.00000000000001
Lancaster,Lancaster city,77377469.62978183,244160144,32
Larkfield-Wikiup,Larkfield-Wikiup CDP,10690713.69612884,13747228,78
Larkspur,Larkspur city,4277282.148657756,7767799,55.00000000000001
Las Flores,Las Flores CDP,4175333.6220935765,6606354,63
Las Lomas,Las Lomas CDP,2685682.1822347613,2685684,100
Laytonville,Laytonville CDP,12457613.474104244,13908641,90
Le Grand,Le Grand CDP,2236462.0603503473,2953204,76
Lebec,Lebec CDP,16959286.909131885,39689131,43
Lee Vining,Lee Vining CDP,1762518.7672371,13483686,13
Leggett,Leggett CDP,2126154.2750691143,7003204,30
Lemon Cove,Lemon Cove CDP,2269637.4457315262,3457953,66
Lenwood,Lenwood CDP,4874914.386875237,5389420,90
Leona Valley,Leona Valley CDP,28677478.487536106,48155344,60
Lewiston,Lewiston CDP,25384602.689812858,51843522,49
Lexington Hills,Lexington Hills CDP,9599085.769128423,12220701,79
Likely,Likely CDP,2200143.0177101605,3441973,64
Lincoln,Lincoln city,36561608.285831705,62599874,57.99999999999999
Linda,Linda CDP,13170.835187468996,22236546,0
Lindcove,Lindcove CDP,295045.8117338233,295046,100
Lindsay,Lindsay city,51543.362125122236,7055435,1
Litchfield,Litchfield CDP,3344183.667494197,10312458,32
Little Grass Valley,Little Grass Valley CDP,1530675.3154454255,25897822,6
Little River,Little River CDP,3036261.19469317,4331558,70
Little Valley,Little Valley CDP,367000.0568354717,1076095,34
Littlerock,Littlerock CDP,3260356.529710921,4772931,68
Live Oak,Live Oak CDP,7121845.335519604,8398178,85
Livermore,Livermore city,36438982.7642464,68494311,53
Lockeford,Lockeford CDP,57695.37892788878,21603060,0
Lockwood,Lockwood CDP,17786465.976761602,14082298,126
Lodi,Lodi city,93519.2576021099,35327014,0
Lodoga,Lodoga CDP,8516007.390166637,8772455,97
Loleta,Loleta CDP,3813631.9892093916,5500846,69
Loma Linda,Loma Linda city,10481946.456237104,19786632,53
Loma Mar,Loma Mar CDP,2015025.2094628287,4487609,45
Loma Rica,Loma Rica CDP,47843708.29067764,47881271,100
Lompico,Lompico CDP,6493375.905940417,8749690,74
Lompoc,Lompoc city,20182443.954251047,30103861,67
Lone Pine,Lone Pine CDP,17900986.970092747,49299705,36
Long Barn,Long Barn CDP,1934562.8946185703,7478480,26
Lookout,Lookout CDP,2446792.0247771177,14152115,17
Loomis,Loomis town,17966875.871619716,18820030,95
Los Alamos,Los Alamos CDP,2071796.0526515,2341055,88
Los Altos,Los Altos city,4878505.010661929,16938030,28.999999999999996
Los Altos Hills,Los Altos Hills town,18977702.64340562,23385699,81
Los Angeles,Los Angeles city,250644224.5672383,1215978552,21
Los Banos,Los Banos city,4791529.7103351485,25882590,19
Los Berros,Los Berros CDP,6416648.108149186,6507454,99
Los Gatos,Los Gatos town,18076637.093240768,29914395,60
Los Molinos,Los Molinos CDP,5245730.845262744,5637052,93
Los Olivos,Los Olivos CDP,6273802.74741734,6778819,93
Los Osos,Los Osos CDP,17721039.62406606,33057047,54
Los Ranchos,Los Ranchos CDP,7448656.666951057,7482152,100
Lower Lake,Lower Lake CDP,6836725.2605215,6906625,99
Loyalton,Loyalton city,886583.5902856662,920711,96
Loyola,Loyola CDP,2987883.7180733606,3600984,83
Lucas Valley-Marinwood,Lucas Valley-Marinwood CDP,4773171.61016422,14843405,32
Lucerne,Lucerne CDP,13410646.63488174,13916576,96
Lucerne Valley,Lucerne Valley CDP,89250378.99794269,273570981,33
Lytle Creek,Lytle Creek CDP,2636231.2945995345,15586138,17
Mabie,Mabie CDP,3275454.662940058,9430660,35
Macdoel,Macdoel CDP,419517.09489195276,432723,97
Mad River,Mad River CDP,12717593.426938208,91131300,14.000000000000002
Madeline,Madeline CDP,137115.53879179104,137117,100
Madera,Madera city,215578.27777526883,42668924,1
Madera Acres,Madera Acres CDP,2672218.841379376,18858998,14.000000000000002
Madera Ranchos,Madera Ranchos CDP,918340.8448883392,6747243,14.000000000000002
Magalia,Magalia CDP,24944347.233744636,36313238,69
Malibu,Malibu city,32806774.84727374,51403234,64
Mammoth Lakes,Mammoth Lakes town,14629282.78835421,64402450,23
Manchester,Manchester CDP,3653837.324122737,6780881,54
Manhattan Beach,Manhattan Beach city,12858.123583014843,10189493,0
Manila,Manila CDP,260333.8471787045,1805140,14.000000000000002
Manton,Manton CDP,4402066.126618963,45833424,10
March ARB,March ARB CDP,530637.6073537582,30879362,2
Maricopa,Maricopa city,1727921.2085333765,4054515,43
Marin City,Marin City CDP,1325799.7435227635,1390167,95
Marina,Marina city,5122552.370481588,23070824,22
Mariposa,Mariposa CDP,9828302.123241497,10455849,94
Markleeville,Markleeville CDP,4091392.8408622034,16914713,24
Martell,Martell CDP,1149408.798666525,5664199,20
Martinez,Martinez city,17490399.07557534,32712527,53
Mather,Mather CDP,8888573.535279697,25964878,34
McArthur,McArthur CDP,237964.52741547028,2593485,9
McClenney Tract,McClenney Tract CDP,919949.7848660573,1595077,57.99999999999999
McCloud,McCloud CDP,4104470.240619583,6273613,65
McGee Creek,McGee Creek CDP,451171.28595462587,10384180,4
McKinleyville,McKinleyville CDP,36982053.99573209,54083206,68
McKittrick,McKittrick CDP,858666.800227276,6778294,13
Mead Valley,Mead Valley CDP,38611069.59496089,49415773,78
Meadow Valley,Meadow Valley CDP,4933392.599853973,22066143,22
Meadow Vista,Meadow Vista CDP,13504380.400836384,13678314,99
Meadowbrook,Meadowbrook CDP,15606828.737852754,17396243,90
Mecca,Mecca CDP,5147465.283708618,18023371,28.999999999999996
Meiners Oaks,Meiners Oaks CDP,6264713.094229328,6315365,99
Mendocino,Mendocino CDP,4555826.707196273,5846594,78
Menifee,Menifee city,66032827.42918513,120369471,55.00000000000001
Menlo Park,Menlo Park city,5173407.911681741,25873981,20
Mentone,Mentone CDP,15218155.959807325,15826124,96
Merced,Merced city,4653104.397974089,60228129,8
Mesa,Mesa CDP,334076.6607005303,9072237,4
Mesa Verde,Mesa Verde CDP,4067100.6798417303,11139877,37
Mesa Vista,Mesa Vista CDP,7547117.587345057,12627546,60
Meyers,Meyers CDP,3999040.2567556114,6473356,62
Mi-Wuk Village,Mi-Wuk Village CDP,3317471.125995909,7343670,45
Middletown,Middletown CDP,4247958.4533789875,4776232,89
Midpines,Midpines CDP,10245126.223098872,11289069,91
Milford,Milford CDP,4609764.660673748,13705685,34
Mill Valley,Mill Valley city,9055159.915388292,12385974,73
Millbrae,Millbrae city,6750882.431301101,8465890,80
Millerton,Millerton CDP,3841371.1229465827,5077394,76
Millville,Millville CDP,12247921.421404028,20839153,59
Milpitas,Milpitas city,16681067.84728649,34919473,48
Mineral,Mineral CDP,7308928.145089657,114744267,6
Minkler,Minkler CDP,7646853.149305237,15166528,50
Mira Monte,Mira Monte CDP,12312894.788150512,12470598,99
Miranda,Miranda CDP,2684449.7006826666,3868285,69
Mission Canyon,Mission Canyon CDP,4401558.592354423,4662212,94
Mission Hills,Mission Hills CDP,2811987.329176945,3130522,90
Mission Viejo,Mission Viejo city,8614951.918364998,45737612,19
Modesto,Modesto city,61621.41141083702,111485793,0
Modjeska,Modjeska CDP,3488877.335820756,5189981,67
Mohawk Vista,Mohawk Vista CDP,2158804.630236134,30997962,7.000000000000001
Mojave,Mojave CDP,15741899.671376128,151185016,10
Mokelumne Hill,Mokelumne Hill CDP,6413814.44248923,7974096,80
Mono City,Mono City CDP,4192038.551476349,20298298,21
Mono Vista,Mono Vista CDP,7285491.771933553,7319287,100
Monrovia,Monrovia city,10306747.68209518,35306568,28.999999999999996
Montague,Montague city,3380602.0515073356,4604513,73
Montara,Montara CDP,8549140.02864466,10040503,85
Monte Rio,Monte Rio CDP,4815204.785206538,4934760,98
Monte Sereno,Monte Sereno city,2970857.8273018207,4227643,70
Montecito,Montecito CDP,20321819.10551719,23768259,85
Monterey,Monterey city,10878714.178383147,22390414,49
Montgomery Creek,Montgomery Creek CDP,3684431.8874629824,8424206,44
Moorpark,Moorpark city,21432538.44222349,31796168,67
Moraga,Moraga town,22919586.47293653,24504014,94
Moreno Valley,Moreno Valley city,70676669.84341559,132936988,53
Morgan Hill,Morgan Hill city,25464557.491615273,33509082,76
Morongo Valley,Morongo Valley CDP,31050715.12072428,65317007,48
Morro Bay,Morro Bay city,6593028.88512168,13796052,48
Moskowite Corner,Moskowite Corner CDP,3768210.40295338,7338786,51
Moss Beach,Moss Beach CDP,3884825.118475835,5815200,67
Moss Landing,Moss Landing CDP,700221.1665250917,1029920,68
Mount Hebron,Mount Hebron CDP,1903004.5480639013,1922181,99
Mount Hermon,Mount Hermon CDP,1676772.5319832326,1683560,100
Mount Laguna,Mount Laguna CDP,2505289.741756397,4395332,56.99999999999999
Mount Shasta,Mount Shasta city,6585977.948015327,9754373,68
Mountain Center,Mountain Center CDP,1856219.9297471123,4880669,38
Mountain Gate,Mountain Gate CDP,5004009.332654221,5115620,98
Mountain House,Mountain House CDP,6706803.411810763,11804529,56.99999999999999
Mountain Meadows,Mountain Meadows CDP,5305863.002597682,10651128,50
Mountain Mesa,Mountain Mesa CDP,1982642.331347029,2246361,88
Mountain Ranch,Mountain Ranch CDP,8689920.243881255,10127780,86
Mountain View,Mountain View CDP,686018.1788047921,743924,92
Mountain View Acres,Mountain View Acres CDP,778229.8464998124,4114534,19
Mt. Bullion,Mt. Bullion CDP,902418.4921712432,1580000,56.99999999999999
Muir Beach,Muir Beach CDP,546745.067455487,1276408,43
Murphys,Murphys CDP,10853896.609620024,10955540,99
Murrieta,Murrieta city,62621289.54464569,87054765,72
Muscoy,Muscoy CDP,7759765.48989618,7876493,99
Myers Flat,Myers Flat CDP,668471.2775582774,1119279,60
Myrtletown,Myrtletown CDP,4323568.241074939,5436579,80
Napa,Napa city,28542441.89550249,46740284,61
Needles,Needles city,14011156.49826261,79196616,18
Nevada City,Nevada City city,4994052.722684542,5661517,88
New Cuyama,New Cuyama CDP,1499002.9968110146,1637550,92
New Pine Creek,New Pine Creek CDP,2573246.31209549,5870148,44
Newcastle,Newcastle CDP,5806428.309102546,6194986,94
Newell,Newell CDP,570186.7828348711,6233913,9
Newman,Newman city,1484841.0515548873,5342856,28.000000000000004
Newport Beach,Newport Beach city,15993325.056086939,61626136,26
Nicasio,Nicasio CDP,828582.0069191828,3379839,25
Nice,Nice CDP,4348107.34062835,4472124,97
Nipinnawasee,Nipinnawasee CDP,7916805.2293837285,7990118,99
Nipomo,Nipomo CDP,20671664.81379181,39044101,53
Norco,Norco city,22781138.30455465,35887653,63
Norris Canyon,Norris Canyon CDP,7685859.7351803,9350215,82
North Auburn,North Auburn CDP,16416288.448996779,20171681,81
North Edwards,North Edwards CDP,3721627.204315475,33012003,11
North Fork,North Fork CDP,60007075.564315245,83490248,72
North Gate,North Gate CDP,1709547.0164519735,1904534,90
North Lakeport,North Lakeport CDP,9730112.79995655,9832064,99
North San Juan,North San Juan CDP,4278986.2324318625,6275144,68
North Shore,North Shore CDP,7405542.904920056,28952350,26
North Tustin,North Tustin CDP,1815495.3869229308,17044528,11
Novato,Novato city,35474228.092864305,71159604,50
Nubieber,Nubieber CDP,598301.8096288495,1939993,31
Nuevo,Nuevo CDP,16275393.486119917,17538033,93
Oak Glen,Oak Glen CDP,2677150.9253200046,38839776,7.000000000000001
Oak Hills,Oak Hills CDP,52942610.043118276,63496967,83
Oak Park,Oak Park CDP,5254372.81379781,13713403,38
Oak Run,Oak Run CDP,3699487.58848976,7803833,47
Oak Shores,Oak Shores CDP,6057383.047783095,13178331,46
Oak View,Oak View CDP,8598800.954422245,8822791,97
Oakhurst,Oakhurst CDP,55662752.247667216,86634988,64
Oakland,Oakland city,39006557.92962839,144861286,27
Oakville,Oakville CDP,967775.8115765004,3522356,27
Oasis,Oasis CDP,10763332.545866951,50832299,21
Occidental,Occidental CDP,12852397.766340513,12862112,100
Oceano,Oceano CDP,3334511.9352264395,3979427,84
Oceanside,Oceanside city,51628602.02957942,106889690,48
Oildale,Oildale CDP,2401467.6011821846,20484547,12
Ojai,Ojai city,8984844.657041088,11281691,80
Olancha,Olancha CDP,2715087.8140455727,20311991,13
Old Station,Old Station CDP,729160.3450340922,5749143,13
Ono,Ono CDP,2165914.7970892284,4931419,44
Ontario,Ontario city,3948.0818714214424,129425158,0
Onyx,Onyx CDP,6818166.9576034965,29658338,23
Orange,Orange city,12273100.474031962,66478667,18
Orange Blossom,Orange Blossom CDP,7340923.399881995,9892153,74
Orange Cove,Orange Cove city,43950.86915390739,4640753,1
Orangevale,Orangevale CDP,718671.8391711826,29657948,2
Orcutt,Orcutt CDP,20895004.638111275,28030109,75
Orick,Orick CDP,4983403.333547577,12290818,41
Orinda,Orinda city,29005765.575589422,33285592,87
Oroville,Oroville city,18975086.31810941,35830540,53
Oroville East,Oroville East CDP,49521471.82908205,55935091,89
Pacifica,Pacifica city,14808779.125311814,32589429,45
Pajaro,Pajaro CDP,1363833.874941764,2400620,56.99999999999999
Pajaro Dunes,Pajaro Dunes CDP,2647.2866540123073,6640875,0
Pala,Pala CDP,7688977.97838603,14604078,53
Palermo,Palermo CDP,58207492.052631326,75529077,77
Palm Desert,Palm Desert city,19641116.232112113,69443541,28.000000000000004
Palm Springs,Palm Springs city,35184479.10382168,244875470,14.000000000000002
Palmdale,Palmdale city,80357145.75288638,274705334,28.999999999999996
Palo Alto,Palo Alto city,7554068.418112382,62408630,12
Palo Cedro,Palo Cedro CDP,21020901.60075548,21184711,99
Palo Verde,Palo Verde CDP,445328.8104572661,1502113,30
Panorama Heights,Panorama Heights CDP,648721.0598546528,1230480,53
Paradise,Paradise CDP,597040.682417585,11271636,5
